Date,quarter :After_Differencing,realgdp :After_Differencing,realcons :After_Differencing,realinv :After_Differencing,realgovt :After_Differencing,realdpi :After_Differencing,cpi :After_Differencing,m1 :After_Differencing,tbilrate :After_Differencing,unemp :After_Differencing,pop :After_Differencing,infl :After_Differencing,realint :After_Differencing
1971-07-01,0.0,-71.76499999999987,-8.200000000000045,-45.59399999999994,-1.2969999999999686,-36.09999999999991,0.03000000000000469,-3.1999999999999886,0.47999999999999954,0.9000000000000004,0.14299999999997226,-1.9399999999999995,-0.3899999999999999
1971-10-01,0.0,13.029000000000451,-16.199999999999818,31.762999999999977,-17.166999999999973,18.199999999999818,-0.18000000000000327,0.6999999999999886,-0.22999999999999954,0.09999999999999964,-0.09800000000001319,-2.8700000000000006,2.6199999999999997
1972-01-01,-4.0,52.77899999999954,14.899999999999864,22.23599999999999,-14.645000000000039,9.300000000000182,0.14999999999999858,0.09999999999999432,-1.3400000000000003,-0.6999999999999993,-0.10799999999997567,4.51,-5.84
1972-04-01,4.0,-75.80400000000009,5.600000000000136,-65.93599999999998,20.053999999999974,-13.600000000000136,-0.1599999999999966,1.0,0.010000000000000231,0.39999999999999947,0.042999999999977945,-4.21,4.2299999999999995
1972-07-01,0.0,17.94100000000026,-29.500000000000227,31.793000000000006,16.075000000000045,-8.899999999999864,0.18999999999999773,0.10000000000002274,0.49999999999999956,0.39999999999999947,0.19300000000001205,4.73,-4.25
1972-10-01,0.0,-41.03800000000001,9.500000000000227,-34.834,-12.517999999999972,-2.900000000000091,-0.10999999999999943,-0.5000000000000284,0.25000000000000044,0.3000000000000007,-0.09799999999998477,-4.050000000000001,4.31
1973-01-01,-4.0,53.05400000000009,-2.900000000000091,43.25199999999995,-2.338000000000079,19.100000000000136,-0.120000000000001,0.8000000000000114,0.1499999999999999,-0.20000000000000018,-0.05400000000003047,-0.11999999999999966,0.2699999999999998
1973-04-01,4.0,36.09299999999985,27.09999999999991,13.200000000000045,5.0540000000000305,12.0,0.14000000000000412,-0.19999999999998863,-0.16000000000000014,-0.2999999999999998,-0.005999999999971806,3.48,-3.65
1973-07-01,0.0,-6.3270000000002256,-17.799999999999955,4.139999999999986,9.02600000000001,-2.400000000000091,-0.05000000000000426,0.39999999999997726,0.10999999999999988,-0.40000000000000036,0.13399999999998613,-2.54,2.67
1973-10-01,0.0,12.997000000000298,27.700000000000045,-18.744999999999948,-4.8069999999999595,12.599999999999909,0.0,-0.09999999999999432,0.25000000000000044,-0.39999999999999947,-0.1150000000000091,0.6699999999999999,-0.42999999999999994
1974-01-01,-4.0,-6.0,-16.699999999999818,13.571999999999946,9.745999999999981,-20.40000000000009,0.11000000000000298,0.10000000000002274,-0.15000000000000036,-8.881784197001252e-16,-0.08599999999998431,1.4599999999999997,-1.61
1974-04-01,4.0,-19.94300000000021,3.299999999999727,-22.04000000000002,-16.333000000000027,3.800000000000182,-0.1600000000000037,-1.1000000000000227,-0.08000000000000007,0.5000000000000009,0.03200000000001069,-3.59,3.51
1974-07-01,0.0,-5.129999999999654,-7.699999999999818,9.15500000000003,13.66599999999994,-11.699999999999818,0.15000000000000213,0.09999999999999432,-0.04999999999999982,0.1999999999999993,0.1209999999999809,4.109999999999999,-4.16
1974-10-01,0.0,-20.822000000000116,11.799999999999727,-17.235000000000014,-18.697999999999865,5.799999999999727,-0.09999999999999787,1.400000000000034,0.0900000000000003,-0.1999999999999993,-0.09499999999999886,-3.3,3.39
1975-01-01,-4.0,33.00799999999981,-14.099999999999682,29.383000000000038,-10.069000000000074,0.3000000000001819,-0.020000000000003126,-0.20000000000004547,-0.0600000000000005,0.39999999999999947,-0.12299999999999045,1.0599999999999998,-1.1100000000000003
1975-04-01,4.0,-1.16399999999976,5.599999999999909,-13.062000000000012,8.185999999999922,2.699999999999818,0.1700000000000017,0.20000000000004547,0.10000000000000009,-0.39999999999999947,0.09499999999997044,2.4799999999999995,-2.3899999999999997
1975-07-01,0.0,20.524999999999636,8.199999999999818,6.362999999999943,33.594000000000165,4.200000000000273,-0.15000000000000213,-0.3000000000000398,0.2200000000000002,-0.10000000000000053,0.12400000000002365,-4.1899999999999995,4.4
1975-10-01,0.0,-35.249999999999545,-10.099999999999909,-6.939999999999941,-43.29500000000007,11.899999999999636,0.13000000000000256,-0.19999999999998863,-0.20999999999999996,0.2999999999999998,-0.14599999999998658,3.65,-3.85
1976-01-01,-4.0,48.64399999999978,23.100000000000136,10.557000000000016,11.812999999999988,8.300000000000182,-0.18000000000000327,2.842170943040401e-14,-0.15000000000000036,-0.1999999999999993,-0.0630000000000166,-4.01,3.86
1976-04-01,4.0,-34.9380000000001,-3.700000000000273,-16.734000000000037,-0.8140000000000782,17.5,0.060000000000002274,0.8999999999999773,-0.02999999999999936,-0.20000000000000018,0.06700000000000728,3.1,-3.13
1976-07-01,0.0,7.541000000000167,2.300000000000182,10.721000000000004,-0.6559999999998354,-31.90000000000009,0.030000000000001137,0.39999999999997726,0.0999999999999992,0.09999999999999964,0.09799999999998477,-0.38,0.4900000000000002
1976-10-01,0.0,-36.39400000000023,-32.5,-5.819999999999993,-3.23800000000017,-2.899999999999636,0.05999999999999872,-0.8999999999999773,0.17000000000000037,0.20000000000000018,-0.14999999999997726,0.3699999999999998,-0.2200000000000002
1977-01-01,-4.0,74.8060000000005,41.600000000000364,36.07899999999995,0.8080000000001064,-0.7000000000002728,-0.060000000000002274,-0.19999999999998863,-0.05999999999999961,-0.09999999999999964,-0.10600000000002296,-1.5299999999999996,1.48
1977-04-01,4.0,-36.58500000000049,-23.400000000000546,-39.26099999999991,7.521999999999991,0.09999999999990905,0.10000000000000142,-0.20000000000001705,-0.2600000000000007,-0.10000000000000053,0.10800000000000409,2.03,-2.29
1977-07-01,0.0,24.615999999999985,13.800000000000182,15.350999999999942,19.590000000000032,41.0,-0.129999999999999,1.8000000000000114,0.1800000000000006,-0.09999999999999964,0.10000000000002274,-2.91,3.09
1977-10-01,0.0,15.404000000000451,25.300000000000182,-13.27600000000001,-5.840000000000089,-16.59999999999991,0.16000000000000014,0.19999999999998863,0.3299999999999992,-8.881784197001252e-16,-0.15200000000004366,3.6599999999999997,-3.3200000000000003
1978-01-01,-4.0,3.6799999999993815,-29.100000000000364,35.702000000000055,-2.2029999999999745,-27.199999999999818,0.1700000000000017,-0.39999999999997726,-0.14999999999999902,0.10000000000000098,-0.08199999999996521,0.08000000000000052,-0.25
1978-04-01,4.0,-78.70799999999963,-28.199999999999818,-46.587000000000046,2.30600000000004,-18.000000000000455,-0.23000000000000043,-4.200000000000017,-0.2400000000000002,0.09999999999999964,0.10099999999999909,-4.98,4.75
1978-07-01,0.0,12.476000000000113,21.0,4.125,8.365000000000009,26.800000000000637,0.22999999999999687,2.3999999999999773,0.5499999999999998,0.10000000000000009,0.08599999999998431,5.69,-5.14
1978-10-01,0.0,6.041999999999916,-17.09999999999991,6.971000000000004,-18.12900000000002,-2.7000000000007276,-0.3500000000000014,-0.1999999999999602,-0.8100000000000005,-0.09999999999999964,-0.117999999999995,-7.09,6.279999999999999
1979-01-01,-4.0,3.000999999999749,4.0,-15.20999999999998,36.139999999999986,9.800000000000637,0.15000000000000568,1.599999999999966,-0.5499999999999998,0.1999999999999993,-0.0589999999999975,6.1,-6.6499999999999995
1979-04-01,4.0,-33.40399999999954,18.899999999999636,-6.664000000000044,-50.40600000000006,-17.800000000000182,0.09999999999999432,1.6000000000000227,0.3400000000000003,-0.09999999999999964,0.036000000000001364,-0.6200000000000001,0.9599999999999997
1979-07-01,0.0,30.453999999999724,-20.299999999999727,32.254000000000076,19.326000000000136,3.899999999999636,7.105427357601002e-15,-0.4000000000000057,1.08,0.0,0.09300000000001774,-1.2199999999999998,2.3
1979-10-01,0.0,-1.1260000000002037,2.599999999999909,-2.8390000000000555,-11.344000000000051,-5.999999999999545,0.09999999999999432,-0.799999999999983,-0.1599999999999997,0.10000000000000009,-0.10200000000003229,1.1699999999999995,-1.3299999999999998
1980-01-01,-4.0,51.89900000000034,43.80000000000018,0.27199999999999136,12.413999999999987,28.499999999999545,-0.10000000000000142,-0.4000000000000341,-0.20000000000000107,-0.2999999999999998,-0.09699999999997999,-2.3599999999999994,2.15
1980-04-01,4.0,-13.058000000000447,-20.199999999999818,9.04600000000005,-16.377000000000066,-1.4999999999995453,0.20000000000000284,1.6000000000000227,0.040000000000000924,-4.440892098500626e-16,0.09799999999998477,3.4899999999999993,-3.44
1980-07-01,0.0,-40.71599999999944,9.499999999999545,-35.09200000000004,-0.2969999999999118,-41.5,-0.10000000000000142,-0.4000000000000057,-0.6100000000000003,0.20000000000000018,0.08600000000001273,-3.4799999999999995,2.88
1980-10-01,0.0,-10.243000000000393,-36.19999999999982,20.918000000000006,1.6440000000000055,13.299999999999727,7.105427357601002e-15,1.1999999999999886,0.9299999999999997,-0.10000000000000009,-0.11400000000000432,1.1600000000000001,-0.24
1981-01-01,-4.0,47.78100000000086,17.40000000000009,26.743000000000052,0.3809999999999718,-14.099999999999909,0.19999999999998863,-2.6999999999999886,-0.40999999999999925,0.10000000000000009,-0.0689999999999884,2.21,-2.61
1981-04-01,4.0,-53.447000000001026,-12.5,-35.77300000000008,-6.559000000000083,24.5,-0.09999999999999432,-1.0,0.17999999999999972,0.0,0.11499999999998067,-3.3600000000000003,3.52
1981-07-01,0.0,14.557999999999993,-4.000000000000455,15.844000000000051,10.517000000000166,30.5,0.0,0.20000000000001705,0.11999999999999922,0.20000000000000018,0.10900000000000887,1.1300000000000008,-0.9900000000000002
1981-10-01,0.0,-47.034999999998945,8.500000000000455,-39.785000000000025,-17.166000000000167,-38.0,0.10000000000000142,2.099999999999966,0.09000000000000075,-0.20000000000000018,-0.07800000000000296,1.049999999999999,-0.9799999999999998
1982-01-01,-4.0,13.428999999999178,-4.800000000000182,12.617000000000019,4.7010000000001355,-6.800000000000182,0.0,-2.799999999999983,-1.5,0.6000000000000001,0.005000000000023874,-1.0799999999999992,-0.42000000000000015
1982-04-01,4.0,14.403999999999542,-4.099999999999909,16.902999999999963,-6.619000000000142,38.20000000000027,-0.20000000000000284,0.8000000000000114,0.7800000000000002,-4.440892098500626e-16,0.09899999999996112,-2.0500000000000007,2.84
1982-07-01,0.0,30.254000000000815,11.400000000000091,6.68100000000004,10.11700000000019,-11.5,0.10000000000000142,3.5999999999999943,-0.41000000000000014,-0.1999999999999993,0.08500000000003638,3.130000000000001,-3.53
1982-10-01,0.0,-83.59200000000055,-31.40000000000009,-36.363,5.436999999999898,-52.20000000000027,0.0,-2.3000000000000114,-0.7800000000000002,0.1999999999999993,-0.058000000000021146,-1.0500000000000007,0.26
1983-01-01,-4.0,163.0010000000002,60.09999999999991,87.71699999999993,-18.88000000000011,72.50000000000045,-0.29999999999999716,1.9000000000000057,0.07999999999999963,-0.4999999999999991,-0.07900000000000773,-2.9699999999999998,3.05
1983-04-01,4.0,-92.5659999999998,-26.899999999999636,-43.477999999999895,14.153000000000134,-14.200000000000273,0.29999999999999716,0.4000000000000057,2.3200000000000003,-0.10000000000000053,-0.002999999999985903,6.0,-3.67
1983-07-01,0.0,10.301000000000386,-3.200000000000273,-9.027000000000044,5.544999999999959,-33.600000000000364,-0.20000000000000284,-2.6000000000000227,-1.1699999999999995,0.09999999999999964,0.08799999999999386,-4.98,3.78
